STATE,HOSPITAL,CITY,ZIPCODE,CERT_DESIGNATION,CERT_ORG,OBJECTID,HOSPITAL_LAT,HOSPITAL_LONG,
Pennsylvania,Meadville Medical Center,Meadville,16335,Primary Stroke Center,DNV GL,1382,41.64149,-80.14576,
Pennsylvania,Main Line Hospital,Wynnewood,19096,Primary Stroke Center,The Joint Commission,1335,39.985205,-75.275085,
Pennsylvania,Lower Bucks Prime Healthcare Services,Bristol,19007,Primary Stroke Center,The Joint Commission,1217,40.10527,-74.86681,
Pennsylvania,Lehigh Valley Hospital Muhlenberg,Bethlehem,18017,Primary Stroke Center,The Joint Commission,1211,40.64539,-75.40858,
Pennsylvania,Lehigh Valley Hospital - Schuylkill,Pottsville,17901,Primary Stroke Center,The Joint Commission,1486,40.68379,-76.18855,
Pennsylvania,Lehigh Valley Hospital - Hazleton,Hazleton,18201,Primary Stroke Center,HFAP,1246,40.95033,-75.96351,
Pennsylvania,Lehigh Valley Hospital,Allentown,18103,Comprehensive Stroke Center,The Joint Commission,1209,40.55326,-75.48962,
Pennsylvania,Latrobe Hospital,Latrobe,15650,Primary Stroke Center,The Joint Commission,1329,40.32172,-79.3935,
Pennsylvania,Lansdale Hospital,Lansdale,19446,Primary Stroke Center,The Joint Commission,1310,40.24058,-75.28531,
Pennsylvania,Lancaster General Hospital,Lancaster,17602,Primary Stroke Center,The Joint Commission,1253,40.04715,-76.30421,
Pennsylvania,Jefferson Hospital,Jefferson Hills,15025,Primary Stroke Center,The Joint Commission,1249,40.29706605,-79.91582461,
Pennsylvania,Hospital of the University of Pennsylvania,Philadelphia,19104,Comprehensive Stroke Center,The Joint Commission,1425,39.95037,-75.19698,
Pennsylvania,Holy Spirit Hospital,Camp Hill,17011,Primary Stroke Center,The Joint Commission,1220,40.2406098,-76.9299283,
Pennsylvania,Holy Redeemer Hospital,Meadowbrook ,19046,Primary Stroke Center,DNV GL,1380,40.10915,-75.08184,
Pennsylvania,Grand View Hospital,Sellersville,18960,Primary Stroke Center,The Joint Commission,1494,40.36309,-75.32587,
Pennsylvania,Gettysburg Hospital,Gettysburg,17325,Primary Stroke Center,DNV GL,1242,39.82441,-77.23498,
Pennsylvania,Geisinger-Community Medical Center,Scranton,18510,Primary Stroke Center,The Joint Commission,1491,41.40049,-75.64637,
Pennsylvania,Geisinger Wyoming Valley Medical Center,Wilkes Barre,18711,Comprehensive Stroke Center,The Joint Commission,1332,41.25692,-75.8094,
Pennsylvania,Geisinger Medical Center,Danville,17822,Comprehensive Stroke Center,The Joint Commission,1226,40.97124,-76.60108,
Pennsylvania,Geisinger Lewistown Hospital,Lewistown,17044,Acute Stroke Ready Hospital             ,The Joint Commission,1376,40.61848,-77.56737,
Pennsylvania,Geisinger Jersey Shore Hospital,Jersey Shore,17740,Acute Stroke Ready Hospital             ,The Joint Commission,1250,41.20216,-77.26825,
Pennsylvania,Frick Hospital,Mount Pleasant,15666,Primary Stroke Center,The Joint Commission,1414,40.1490766,-79.5417818,
Pennsylvania,Forbes Hospital,Monroeville,15146,Primary Stroke Center,The Joint Commission,1387,40.39228769,-79.75832761,
Pennsylvania,Excela Westmoreland Hospital,Greensburg,15601,Primary Stroke Center,The Joint Commission,1243,40.30092,-79.55564,
Pennsylvania,Einstein Medical Center Montgomery,East Norriton,19403,Primary Stroke Center,The Joint Commission,1232,40.15337,-75.34324,
Pennsylvania,Doylestown Hospital,Doylestown,18901,Primary Stroke Center,The Joint Commission,1228,40.33446,-75.13991,
Pennsylvania,Delaware County Memorial Hospital,Drexel Hill,19026,Primary Stroke Center,The Joint Commission,1229,39.95519,-75.28319,
Pennsylvania,Crozer Chester Medical Center,Upland,19013,Primary Stroke Center,The Joint Commission,1223,39.85611,-75.36812,
Pennsylvania,Conemaugh Meyersdale Medical Center,Meyersdale,15552,Acute Stroke Ready Hospital             ,The Joint Commission,1385,39.80903,-79.02518,
Pennsylvania,Conemaugh Memorial Medical Center,Johnstown,15905,Primary Stroke Center,The Joint Commission,1251,40.30504,-78.91885,
Pennsylvania,Chestnut Hill Hospital,Philadelphia,19118,Primary Stroke Center,The Joint Commission,1467,40.07969,-75.21239,
Pennsylvania,Chester County Hospital,West Chester,19380,Advanced Primary Stroke Center          ,The Joint Commission,1269,39.97047,-75.60241,
Pennsylvania,Butler Memorial Hospital,Butler,16001,Primary Stroke Center,HFAP,1219,40.86702,-79.88182,
Pennsylvania,Bryn Mawr Hospital,Bryn Mawr,19010,Thrombectomy Capable Stroke Center,The Joint Commission,1218,40.01234335,-75.34243164,
Pennsylvania,Brandywine Hospital,Coatesville,19320,Primary Stroke Center,The Joint Commission,1225,40.00983,-75.78608,
Pennsylvania,Berwick Hospital,Berwick,18603,Acute Stroke Ready Hospital             ,The Joint Commission,1214,41.07056,-76.23105,
Pennsylvania,Aria Health,Philadelphia,19114,Primary Stroke Center,The Joint Commission,1468,40.064405,-74.98854,
Pennsylvania,Allegheny General Hospital,Pittsburgh,15212,Comprehensive Stroke Center,The Joint Commission,1477,40.45704,-80.00362,
Pennsylvania,Alle-Kiski Medical Center,Natrona Heights,15065,Primary Stroke Center,The Joint Commission,1416,40.618915,-79.72757,
Pennsylvania,Albert Einstein Medical Center,Elkins Park,19027,Primary Stroke Center,The Joint Commission,1469,40.078845,-75.113515,
Pennsylvania,Albert Einstein Medical Center,Philadelphia,19141,Thrombectomy Capable Stroke Center,The Joint Commission,1475,40.0439429,-75.1461606,
Pennsylvania,ACMH Hospital,Kittanning ,16201,Primary Stroke Center,DNV GL,1252,40.81219,-79.56301,
Pennsylvania,Abington Hospital,Abington,19001,Comprehensive Stroke Center,The Joint Commission,1208,40.11542,-75.12127,
Rhode Island,Westerly Hospital,Westerly,2891,Acute Stroke Ready Hospital             ,The Joint Commission,1341,41.36216,-71.82412,
Rhode Island,The Miriam Hospital,Providence,2906,Primary Stroke Center,The Joint Commission,1346,41.85148,-71.39785,
Rhode Island,South County Healthcare System,Wakefield,2879,Primary Stroke Center,The Joint Commission,1348,41.443325,-71.495795,
Rhode Island,Roger Williams Hospital,Providence,2908,Primary Stroke Center,The Joint Commission,1347,41.83549504,-71.40780494,
Rhode Island,Rhode Island Hospital,Providence,2903,Comprehensive Stroke Center,The Joint Commission,1342,41.81175,-71.40724,
Rhode Island,Newport Hospital,Newport,2840,Primary Stroke Center,The Joint Commission,1344,41.49709,-71.30631,
Rhode Island,Landmark Medical Center,Woonsocket,2895,Primary Stroke Center,The Joint Commission,1343,42.00421,-71.49595,
Rhode Island,Kent County Memorial Hospital,Warwick,2886,Primary Stroke Center,The Joint Commission,1349,41.70439,-71.4777,
Rhode Island,Fatima Hospital,North Providence,2904,Primary Stroke Center,The Joint Commission,1345,41.85600283,-71.45797513,
South Carolina,Williamsburg Regional Hospital,Kingstree,29556,Acute Stroke Ready Hospital,State,1510,33.66037,-79.81886,
South Carolina,Trident Medical Center,Charleston,29406, Thrombectomy Capable Stroke Center,The Joint Commission,1509,32.97663,-80.07336,
South Carolina,Tidelands Waccamaw Community Hospital,Murrells Inlet,29576,Primary Stroke Center,The Joint Commission,1508,33.56017,-79.04308,
South Carolina,Tidelands Georgetown Memorial Hospital,Georgetown,29440,Primary Stroke Center,The Joint Commission,1507,33.37987,-79.28432,
South Carolina,The Regional Medical Center of Orangeburg and Calhoun Counti,Orangeburg,29118,Primary Stroke Center,The Joint Commission,1506,33.520345,-80.85583,
South Carolina,Summerville Medical Center,Summerville,29485,Primary Stroke Center,The Joint Commission,1505,32.96672,-80.15747,
South Carolina,St. Francis Hospital Eastside,Greenville,29615,Acute Stroke Ready Hospital,State,1503,34.8727251,-82.3341949,
South Carolina,St. Francis Hospital,Greenville,29601,Comprehensive Stroke Center,The Joint Commission,1504,34.84121112,-82.42047731,
South Carolina,Spartanburg Medical Center,Spartanburg,29303,Primary Stroke Center,DNV GL,1502,34.96687,-81.93874,
South Carolina,Self Regional Healthcare,Greenwood,29464,Primary Stroke Center,DNV GL,1501,34.17511,-82.15655,
South Carolina,Roper Hospital,Moncks Corner,29461,Acute Stroke Ready Hospital,State,1499,33.19245,-80.003205,
South Carolina,Roper Hospital,Charleston,29401,Primary Stroke Center,The Joint Commission,1500,32.77935,-79.93197,
South Carolina,Prisma Health-Upstate,Greenville,29605,Comprehensive Stroke Center,The Joint Commission,1497,34.830565,-82.40637,
South Carolina,Prisma Health-Upstate,Greer,29650,Primary Stroke Center,The Joint Commission,1498,34.9416,-82.23225,
South Carolina,Prisma Health Tuomey Hospital,Sumter,29150,Acute Stroke Ready Hospital,State,1496,33.92319,-80.34309,
South Carolina,Prisma Health Richland,Columbia,29203,Comprehensive Stroke Center,The Joint Commission,1431,34.02755,-81.03322,
South Carolina,Prisma Health - Parkridge Hospital,Columbia,29212,Acute Stroke Ready Hospital,State,1426,34.062245,-81.163455,
South Carolina,Prisma Health - Baptist,Columbia,29220,Primary Stroke Center,State,1420,34.00746,-81.03323,
South Carolina,Piedmont Medical Center,Rock Hill,29732,Primary Stroke Center,The Joint Commission,1411,34.95685,-81.05265,
South Carolina,Pelham Medical Center,Greer,29651,Primary Stroke Center,DNV GL,1407,34.93447,-82.216005,
South Carolina,Oconee Memorial Hospital,Seneca,29672,Acute Stroke Ready Hospital,State,1405,34.6947,-82.98525,
South Carolina,North Greenville Hospital,Travelers Rest,29690,Acute Stroke Ready Hospital,State,1402,34.965405,-82.437385,
South Carolina,Newberry County Memorial Hospital,Newberry,29108,Acute Stroke Ready Hospital,State,1399,34.29033,-81.60611,
South Carolina,MUSC University Lancaster Medical Center,Lancaster,29720,Primary Stroke Center,The Joint Commission,1397,34.71787,-80.78843,
South Carolina,MUSC Health Florence Medical Center,Florence,29505,Primary Stroke Center,The Joint Commission,1394,34.16008,-79.75265,
South Carolina,Medical University of South Carolina Medical Center,Charleston,29425,Comprehensive Stroke Center,The Joint Commission,1371,32.78565,-79.94676,
South Carolina,McLeod Seacoast Hospital,Little River,29566,Acute Stroke Ready,DNV GL,1311,33.86587,-78.66336,
South Carolina,McLeod Regional Medical Center of Pee Dee,Florence,29506,Primary Stroke Center,DNV GL,1369,34.1975,-79.75932,
South Carolina,McLeod Medical Center Dillon,Dillon,29536,Acute Stroke Ready,DNV GL,1368,34.416525,-79.36613,
South Carolina,McLeod Loris Hospital,Loris,29569,Acute Stroke Ready,DNV GL,1367,34.05843,-78.88769,
South Carolina,McLeod Health Clarendon,Manning,29102,Acute Stroke Ready,DNV GL,1366,33.68709,-80.2116,
South Carolina,McLeod Health Cheraw,Cheraw,29520,Acute Stroke Ready,DNV GL,1365,34.69542,-79.91848,
South Carolina,Lexington Medical Center,West Columbia,29169,Primary Stroke Center Plus,DNV GL,1364,34.00544,-81.1154,
South Carolina,Laurens County Memorial Hospital,Clinton,29325,Acute Stroke Ready Hospital,State,1363,34.4703643,-81.877895,
South Carolina,Kershaw Health,Camden,29020,Acute Stroke Ready Hospital,State,1362,34.25314,-80.58997,
South Carolina,Hilton Head Hospital,Hilton Head Island,29926,Primary Stroke Center,The Joint Commission,1361,32.21632,-80.75261,
South Carolina,Hillcrest Hospital,Simpsonville,29681,Acute Stroke Ready Hospital,State,1360,34.71998,-82.24838,
South Carolina,Hampton Regional Hospital,Varnville,29944,Acute Stroke Ready Hospital,State,1359,32.845846,-81.0760116,
South Carolina,Grand Strand Medical Center,Myrtle Beach,29572,Comprehensive Stroke Center,DNV GL,1358,33.75833,-78.81961,
South Carolina,East Cooper Medical Center,Mount Pleasant,29464,Primary Stroke Center,The Joint Commission,1357,32.82087,-79.85055,
South Carolina,Conway Medical Center,Conway,29526,Primary Stroke Center,DNV GL,1356,33.78493,-79.00039,
South Carolina,Coastal Carolina Medical Center,Hardeeville,29927,Primary Stroke Center,The Joint Commission,1355,32.2802735,-81.0761472,
South Carolina,Carolina Pines Regional Medical Center,Hartsville,29550,Primary Stroke Center,The Joint Commission,1354,34.35019,-80.10471,
South Carolina,Bon Secours St. Francis Xavier Hospital,Charleston,29414,Primary Stroke Center,The Joint Commission,1353,32.824205,-80.04636,
South Carolina,Beaufort County Memorial Hospital,Beaufort,29902,Primary Stroke Center,The Joint Commission,1352,32.43652,-80.674015,
South Carolina,AnMed Health,Anderson,29621,Primary Stroke Center,The Joint Commission,1351,34.51427,-82.64653,
South Carolina,Aiken Regional Medical Centers,Aiken,29801,Primary Stroke Center,The Joint Commission,1350,33.57092,-81.7629,
South Dakota,Rapid City Regional Hospital,Rapid City,57701,Primary Stroke Center          ,The Joint Commission,1511,44.05836,-103.22389,
South Dakota,Avera McKennan,Sioux Falls,57117,Primary Stroke Center          ,The Joint Commission,1512,43.54578,-96.73128,
Tennessee,Wellmont Health System,Kingsport,37660,Primary Stroke Center,The Joint Commission,1962,36.5482848,-82.5549188,
Tennessee,Vanderbilt Wilson County Hospital,Lebanon,37087,Primary Stroke Center,The Joint Commission,1960,36.22066,-86.32732,
Tennessee,Vanderbilt University Medical Center,Nashville,37232,Comprehensive Stroke Center,The Joint Commission,1959,36.14,-86.8016,
Tennessee,TriStar Summit Medical Center,Hermitage,37076,Primary Stroke Center,The Joint Commission,1958,36.17598,-86.60888,
Tennessee,TriStar StoneCrest Medical Center,Smyrna,37167,Primary Stroke Center,The Joint Commission,1957,35.97508,-86.56552,
Tennessee,TriStar Southern Hills Medical Center,Nashville,37211,Primary Stroke Center,The Joint Commission,1956,36.0758,-86.72127,
Tennessee,TriStar Skyline Medical Center,Nashville,37207,Comprehensive Stroke Center,The Joint Commission,1955,36.24598,-86.74965,
Tennessee,TriStar Horizon Medical Center,Dickson,37055,Primary Stroke Center,The Joint Commission,1954,36.07308,-87.37494,
Tennessee,TriStar Hendersonville Medical Center,Hendersonville,37075,Primary Stroke Center,The Joint Commission,1953,36.32442,-86.62304,
Tennessee,TriStar Centennial Medical Center,Nashville,37203,Primary Stroke Center,The Joint Commission,1952,36.1533,-86.80853,
Tennessee,The University of Tennessee Medical Center,Knoxville,37920,Comprehensive Stroke Center,The Joint Commission,1901,35.94016,-83.94502,
Tennessee,Tennova Newport Medical Center,Newport,37821,Acute Stroke Ready Hospital             ,The Joint Commission,1898,35.96451,-83.18177,
Tennessee,Tennova Healthcare - North Knoxville,Powell,37849,Acute Stroke Ready Hospital             ,The Joint Commission,1708,36.0531645,-84.0149851,
Tennessee,Tennova Healthcare - North Knoxville,Powell,37849,Primary Stroke Center,The Joint Commission,1714,36.0531645,-84.0149851,
Tennessee,Tennova Healthcare - LaFollette Medical Center,LaFollette,37766,Acute Stroke Ready Hospital             ,The Joint Commission,1517,36.3821274,-84.1168729,
Tennessee,Sycamore Shoals Hospital,Elizabethton,37643,Acute Stroke Ready Hospital             ,The Joint Commission,1514,36.34659814,-82.24880378,
Tennessee,Sumner Regional Medical Center,Gallatin,37066,Primary Stroke Center,The Joint Commission,1895,36.38981,-86.43389,
Tennessee,Saint Thomas West Hospital,Nashville,37205,Comprehensive Stroke Center,The Joint Commission,1892,36.12984,-86.84392,
Tennessee,Saint Thomas Rutherford Hospital,Murfreesboro,37129,Primary Stroke Center,The Joint Commission,1889,35.8608,-86.42555,
Tennessee,Saint Thomas Midtown Hospital,Nashville,37236,Primary Stroke Center,The Joint Commission,1886,36.15388,-86.80249,
Tennessee,Saint Francis Hospital-Memphis,Memphis,38119,Thrombectomy Capable Stroke Ctr,The Joint Commission,1883,35.09751,-89.86437,
Tennessee,Saint Francis Hospital - Bartlett,Bartlett,38133,Primary Stroke Center,The Joint Commission,1880,35.20712,-89.80059,
Tennessee,Roane Medical Center,Harriman,37748,Primary Stroke Center,The Joint Commission,1869,35.88943726,-84.55682873,
Tennessee,Parkwest Medical Center,Knoxville,37923,Primary Stroke Center,The Joint Commission,1824,35.91668,-84.10293,
Tennessee,Parkridge Medical Center,Chattanooga,37404,Primary Stroke Center,The Joint Commission,1820,35.03467,-85.26735,
Tennessee,NorthCrest Medical Center,Springfield,37172,Primary Stroke Center,The Joint Commission,1816,36.4794,-86.88733,
Tennessee,Morristown-Hamblen Hospital Association,Morristown,37814,Primary Stroke Center,The Joint Commission,1791,36.217435,-83.29747,
Tennessee,Methodist University Hospital,Memphis ,38104,Comprehensive Stroke Center,The Joint Commission,1680,35.1364,-90.01928,
Tennessee,Methodist South Hospital,Memphis,38116,Primary Stroke Center,The Joint Commission,1533,35.03269,-90.0212,
Tennessee,Methodist North Hospital,Memphis,38128,Primary Stroke Center,The Joint Commission,1532,35.23401,-89.89217,
Tennessee,Methodist Medical Center of Oak Ridge,Oak Ridge,37831,Primary Stroke Center,The Joint Commission,1531,36.02446,-84.24383,
Tennessee,Methodist Le Bonheur Germantown Hospital,Germantown,38138,Primary Stroke Center,DNV GL,1530,35.09071,-89.80847,
Tennessee,Memorial Health Care System,Chattanooga,37404,Primary Stroke Center,The Joint Commission,1529,35.03633,-85.27586,
Tennessee,Maury Regional Hospital,Columbia,38401,Primary Stroke Center,The Joint Commission,1528,35.6118459,-87.0357217,
Tennessee,LeConte Medical Center,Sevierville,37862,Primary Stroke Center,The Joint Commission,1527,35.85564,-83.53568,
Tennessee,Johnson City Medical Center,Johnson City,37604,Comprehensive Stroke Center,The Joint Commission,1513,36.3075,-82.38556,
Tennessee,Jefferson Memorial Hospital,Jefferson City,37760,Acute Stroke Ready Hospital             ,The Joint Commission,1526,36.10641,-83.51924,
Tennessee,Jackson-Madison County General Hospital,Jackson,38301,Primary Stroke Center,The Joint Commission,1525,35.63906,-88.83207,
Tennessee,Franklin Woods Community Hospital,Johnson City,37604,Acute Stroke Ready Hospital             ,The Joint Commission,1812,36.31243,-82.356045,
Tennessee,Fort Sanders Regional Medical Center,Knoxville,37916,Comprehensive Stroke Center,The Joint Commission,1524,35.9572,-83.93717,
Tennessee,Fort Loudoun Medical Center,Lenoir City,37772,Primary Stroke Center,The Joint Commission,1523,35.82591868,-84.27080682,
Tennessee,Erlanger Health System,Chattanooga,37403,Comprehensive Stroke Center,DNV GL,1522,35.04872,-85.29043,
Tennessee,Erlanger East Hospital,Chattanooga,37421,Acute Stroke Ready Center             ,DNV GL,1521,35.04313,-85.157575,
Tennessee,Cumberland Medical Center,Crossville,38555,Primary Stroke Center,The Joint Commission,1520,35.94454,-85.02371,
Tennessee,Cookeville Regional Medical Center,Cookeville,38501,Primary Stroke Center,The Joint Commission,1519,36.16969,-85.50874,
Tennessee,Claiborne Medical Center,Tazewell,37879,Acute Stroke Ready Hospital             ,The Joint Commission,1518,36.45294,-83.57252,
Tennessee,Bristol Regional Medical Center,Bristol,37620,Primary Stroke Center,The Joint Commission,1961,36.58498,-82.25735,
Tennessee,Blount Memorial Hospital,Maryville,37804,Primary Stroke Center,The Joint Commission,1516,35.75633,-83.95943,
Tennessee,Baptist Memorial Hospital - Memphis,Memphis,38120,Primary Stroke Center,The Joint Commission,1515,35.12816,-89.86137,
Texas,Yoakum Community Hospital,Yoakum,77995,Level III Stroke Facility,State,1919,29.3073,-97.12953,
Texas,Woodland Heights Medical Center,Lufkin,75904,Primary Stroke Center,The Joint Commission,1770,31.32833,-94.75358,
Texas,Wise Regional Health System,Decatur,76234,Primary Stroke Center,The Joint Commission,1894,33.23095,-97.587265,
Texas,Wilson N Jones Regional Medical Center,Sherman,75092,Primary Stroke Center,The Joint Commission,1653,33.63778,-96.62367,
Texas,Wadley Regional Medical Center,Texarkana,75501,Primary Stroke Center,The Joint Commission,1710,33.42868,-94.04739,
Texas,Valley Regional Medical Center,Brownsville,78526,Primary Stroke Center,The Joint Commission,1879,25.97827,-97.51474,
Texas,Valley Baptist Medical Center - Harlingen,Harlingen ,78550,Comprehensive Stroke Center,DNV GL,1689,26.190155,-97.69344,
Texas,Valley Baptist Medical Center - Brownsville,Brownsville,78520,Primary Stroke Center,The Joint Commission,1678,25.91827,-97.51058,
Texas,UTMB Health,Galveston,77555,Comprehensive Stroke Center,DNV GL,1687,29.31094,-94.77463,
Texas,UT Southwestern William P. Clements Jr. University Hospital,Dallas,75390,Comprehensive Stroke Center,The Joint Commission,1685,32.8193,-96.84846,
Texas,UT Health East Texas Tyler Regional Hospital,Tyler,75701,Comprehensive Stroke Center,The Joint Commission,1683,32.334475,-95.30069,
Texas,UT Health East Texas Quitman Hospital,Quitman,75783,Level III Stroke Facility,State,1918,32.7957802,-95.44676,
Texas,UT Health East Texas Henderson Hospital,Henderson,75652,Level III Stroke Facility,State,1916,32.1580178,-94.7938315,
Texas,UT Health East Pittsburg Hospital,Pittsburg,75686,Level III Stroke Facility,State,1917,32.9953158,-94.9687748,
Texas,University Medical Center of El Paso,El Paso,79905,Comprehensive Stroke Center,The Joint Commission,1975,31.7712,-106.43416,
Texas,University Hospital,San Antonio,78229,Comprehensive Stroke Center,The Joint Commission,1968,29.50662,-98.57792,
Texas,United Regional Health Care System,Wichita Falls,76301,Primary Stroke Center,The Joint Commission,1677,33.90303,-98.50047,
Texas,UMC Health System,Lubbock,79415,Primary Stroke Center,DNV GL,1676,33.59224,-101.88806,
Texas,TMC Bonham Hospital,Bonham,75418,Level III Stroke Facility,State,1915,33.57835,-96.16694,
Texas,Titus Regional Medical Center,Mount Pleasant,75455,Primary Stroke Center,The Joint Commission,1674,33.17573,-94.97179,
Texas,The Medical Center of Southeast Texas,Port Arthur,77640,Primary Stroke Center,DNV GL,1673,29.9357,-93.989,
Texas,The Hospitals of Providence Transmountain Campus,El Paso,79911,Primary Stroke Center,The Joint Commission,1664,31.90491,-106.56552,
Texas,The Hospitals of Providence Memorial Campus,El Paso,79902,Primary Stroke Center,The Joint Commission,1662,31.77032,-106.50086,
Texas,The Hospitals of Providence East Campus,El Paso,79938,Primary Stroke Center,The Joint Commission,1663,31.771635,-106.22742,
Texas,Texoma Medical Center,Denison,75021,Primary Stroke Center,The Joint Commission,1675,33.70975,-96.58559,
Texas,Texas Health Presbyterian Hospital Plano,Plano,75093,Primary Stroke Center,The Joint Commission,1670,33.04397,-96.8371,
Texas,Texas Health Presbyterian Hospital Denton,Denton,76201,Primary Stroke Center,The Joint Commission,1669,33.21729,-97.16675,
Texas,Texas Health Presbyterian Hospital Allen,Allen,75013,Acute Stroke Ready Hospital             ,The Joint Commission,1902,33.11623,-96.67307,
Texas,Texas Health Presbyterian Dallas Hospital,Dallas,75231,Comprehensive Stroke Center,DNV GL,1658,32.8799,-96.76282,
Texas,Texas Health Huguley Fort Worth South,Burleson,76028,Primary Stroke Center,The Joint Commission,1668,32.58682,-97.31694,
Texas,Texas Health Hospital Rockwall,Rockwall,75032,Level III Stroke Facility,State,1914,32.88492,-96.46712,
Texas,Texas Health Harris Methodist Hospital Stephenville,Stephenville,76401,Level III Stroke Facility,State,1913,32.22327,-98.20425,
Texas,Texas Health Harris Methodist Hospital Southwest Fort Worth,Fort Worth,76132,Primary Stroke Center,The Joint Commission,1667,32.65766,-97.42066,
Texas,Texas Health Harris Methodist Hospital Hurst Euless Bedford,Bedford,76022,Primary Stroke Center,The Joint Commission,1666,32.832725,-97.15988,
Texas,Texas Health Harris Methodist Hospital Fort Worth,Fort Worth,76104,Comprehensive Stroke Center,The Joint Commission,1990,32.73645,-97.33913,
Texas,Texas Health Harris Methodist Hospital Cleburne,Cleburne,76033,Acute Stroke Ready Hospital             ,The Joint Commission,1899,32.346245,-97.393145,
Texas,Texas Health Harris Methodist Hospital Azle,Azle,76020,Level III Stroke Facility,State,1912,32.88062,-97.53416,
Texas,Texas Health Arlington Memorial Hospital,Arlington,76012,Primary Stroke Center,The Joint Commission,1665,32.75,-97.11604,
Texas,St. Luke's Baptist Hospital,San Antonio,79229,Comprehensive Stroke Center,DNV GL,1964,29.51227,-98.57471,
Texas,St. Joseph Medical Center,Houston,77002,Primary Stroke Center,DNV GL,1661,29.74802,-95.36608,
Texas,St. David's South Austin Medical Center,Austin,78748,Level II Stroke Facility,State,1881,30.22647,-97.7743,
Texas,St. David's Round Rock Medical Center,Round Rock,78681,Primary Stroke Center,The Joint Commission,1660,30.51033,-97.71486,
Texas,St. David's North Austin Medical Center,Austin,78758,Primary Stroke Center,The Joint Commission,1659,30.41175,-97.70667,
Texas,St. David's Medical Center,Austin,78705,Primary Stroke Center,The Joint Commission,1657,30.29068,-97.72674,
Texas,St. David's Medical Center,Austin,78705,Comprehensive Stroke Center,DNV GL,1989,30.29068,-97.72674,
Texas,St. David's Healthcare Partnership,Austin,78704,Primary Stroke Center,The Joint Commission,1656,30.2461242,-97.7547638,
Texas,St. David's Georgetown Hospital,Georgetown,78626,Level II Stroke Facility,State,1878,30.62651,-97.68885,
Texas,Southwest General Hospital,San Antonio,78224,Primary Stroke Center,DNV GL,1655,29.35366,-98.54495,
Texas,South Texas Health System Heart,McAllen,78503,Level II Stroke Facility,State,1875,26.18722,-98.22605,
Texas,South Texas Health System,Edinburg,78539,Primary Stroke Center,The Joint Commission,1654,26.2613,-98.18182,
Texas,South Texas Health System,Edinburg,78539,Acute Stroke Ready Hospital             ,The Joint Commission,1896,26.2613,-98.18182,
Texas,Seton Medical Center Harker Heights,Harker Heights,76548,Primary Stroke Center,The Joint Commission,1651,31.0793596,-97.6706406,
Texas,Scott & White Hospital Marble Falls,Marble Falls,78654,Acute Stroke Ready Hospital             ,The Joint Commission,1893,30.57611,-98.27462,
Texas,Rio Grande Regional Hospital,McAllen,78503,Primary Stroke Center,The Joint Commission,1648,26.18648,-98.22107,
Texas,Parris Regional Medical Center,Paris,75460,Primary Stroke Center,The Joint Commission,1897,33.68729,-95.54695,
Texas,Parkland Memorial Hospital,Dallas,75235,Comprehensive Stroke Center,The Joint Commission,1972,32.8280123,-96.8571129,
Texas,Pampa Prime Healthcare Services,Pampa,79065,Acute Stroke Ready Hospital             ,The Joint Commission,1890,35.57256,-100.96418,
Texas,Odessa Regional Medical Center,Odessa,79761,Primary Stroke Center,DNV GL,1646,31.85114,-102.36627,
Texas,Oakbend Medical Center,Richmond,77469,Primary Stroke Center,The Joint Commission,1645,29.57652,-95.77057,
Texas,Northwest Texas Healthcare System,Amarillo,79106,Primary Stroke Center,The Joint Commission,1644,35.20521,-101.92109,
Texas,Northeast Baptist Hospital,San Antonio,78217,Primary Stroke Center,The Joint Commission,1868,29.51996,-98.42792,
Texas,North Texas Medical Center,Gainesville,76240,Level III Stroke Facility,State,1911,33.64487,-97.16251,
Texas,North Central Baptist Hospital,San Antonio,78258,Primary Stroke Center,The Joint Commission,1825,29.62006,-98.49069,
Texas,Nacogdoches Medical Center,Nacogdoches,75965,Primary Stroke Center,The Joint Commission,1671,31.65285,-94.65392,
Texas,Mission Trail Baptist Hospital,San Antonio,78235,Primary Stroke Center,The Joint Commission,1821,29.34459,-98.43841,
Texas,Michael E. DeBakey VA Medical Center,Houston,77030,Primary Stroke Center,The Joint Commission,1642,29.7047091,-95.3993267,
Texas,Metropolitan Methodist Hospital,San Antonio,78212,Primary Stroke Center,The Joint Commission,1817,29.444925,-98.49362,
Texas,Methodist Stone Oak Hospital,San Antonio,78258,Primary Stroke Center,The Joint Commission,1640,29.61613,-98.47472,
Texas,Methodist Richardson Medical Center,Richardson,75082,Primary Stroke Center,The Joint Commission,1638,32.99567,-96.66655,
Texas,Methodist Mansfield Medical Center,Mansfield,76063,Primary Stroke Center,The Joint Commission,1636,32.56818,-97.09506,
Texas,Methodist Hospital,San Antonio,78229,Primary Stroke Center,The Joint Commission,1634,29.50801,-98.57173,
Texas,Methodist Hospital,San Antonio,78229,Comprehensive Stroke Center,DNV GL,1987,29.50801,-98.57173,
Texas,Methodist Dallas Medical Center,Dallas,75203,Comprehensive Stroke Center,DNV GL,1986,32.76121,-96.82487,
Texas,Methodist Charlton Medical Center,Dallas,75237,Primary Stroke Center,The Joint Commission,1632,32.64519,-96.87635,
Texas,Memorial Hermann The Woodlands Medical Center,Shenandoah,77380,Level II Stroke Facility,The Joint Commission,1813,30.17407,-95.45396,
