,State,Hospital,City,Zip Code,Designation/Certification,Certifying Organization,ObjectId,lat,long,Unnamed: 9,STATE
1456,Pennsylvania,Saint Vincent Health Center,Erie,16544,Primary Stroke Center,The Joint Commission,1237,42.115925,-80.07942,,42
1457,Pennsylvania,Roxborough Memorial Hospital,Philadelphia,19128,Primary Stroke Center,The Joint Commission,1474,40.02844,-75.2095,,42
1458,Pennsylvania,Robert Packer Hospital,Sayre,18840,Primary Stroke Center,The Joint Commission,1490,41.98045,-76.52134000000001,,42
1459,Pennsylvania,Riddle Memorial Hospital,Media,19063,Primary Stroke Center,The Joint Commission,1383,39.91775,-75.388235,,42
1460,Pennsylvania,Regional Hospital of Scranton,Scranton,18510,Primary Stroke Center,The Joint Commission,1492,41.413270000000004,-75.65352,,42
1461,Pennsylvania,Reading Hospital,Reading,19611,Primary Stroke Center,The Joint Commission,1272,40.3313,-75.95008,,42
1462,Pennsylvania,Pottstown Hospital,Pottstown,19464,Primary Stroke Center,The Joint Commission,1485,40.242670000000004,-75.61251,,42
1463,Pennsylvania,Pocono Medical Center,East Stroudsburg,18301,Primary Stroke Center,The Joint Commission,1233,40.99224,-75.1747,,42
1464,Pennsylvania,Phoenixville Hospital,Phoenixville,19460,Primary Stroke Center,The Joint Commission,1476,40.123670000000004,-75.51545,,42
1465,Pennsylvania,Pennsylvania Hospital,Philadelphia,19107,Primary Stroke Center,The Joint Commission,1471,39.9456,-75.15561,,42
1466,Pennsylvania,Penn State Milton S. Hershey Medical Center,Hershey,17033,Comprehensive Stroke Center,The Joint Commission,1247,40.26441,-76.67401,,42
1467,Pennsylvania,Penn State Health St. Joseph,Reading,19605,Primary Stroke Center,The Joint Commission,1488,40.37647,-75.97734,,42
1468,Pennsylvania,Penn Presbyterian Medical Center,Philadelphia,19104,Primary Stroke Center,The Joint Commission,1472,39.95754,-75.19782,,42
1469,Pennsylvania,Penn Highlands Healthcare DuBois,Du Bois,15801,Primary Stroke Center,The Joint Commission,1230,41.11492,-78.77515,,42
1470,Pennsylvania,Paoli Hospital,Paoli,19301,Primary Stroke Center,The Joint Commission,1419,40.044000000000004,-75.50104,,42
1471,Pennsylvania,Nazareth Hospital,Philadelphia,19152,Primary Stroke Center,The Joint Commission,1470,40.059059999999995,-75.051085,,42
1472,Pennsylvania,Nason Medical Center,Roaring Spring,16673,Acute Stroke Ready Hospital             ,The Joint Commission,1489,40.33777,-78.38894,,42
1473,Pennsylvania,Mount Nittany Medical Center,State College,16803,Primary Stroke Center,The Joint Commission,1260,40.81856,-77.84365,,42
1474,Pennsylvania,Moses Taylor Hospital,Scranton,18510,Primary Stroke Center,The Joint Commission,1493,41.4106,-75.65095,,42
1475,Pennsylvania,Monongahela Valley Hospital,Monongahela,15063,Primary Stroke Center,The Joint Commission,1386,40.18173,-79.91141,,42
1476,Pennsylvania,Millcreek Community Hospital,Erie,16509,Primary Stroke Center,HFAP,1240,42.074659999999994,-80.09210999999999,,42
1477,Pennsylvania,Mercy Catholic Medical Center of Southeastern Pennsylvania,Darby,19023,Primary Stroke Center,The Joint Commission,1227,39.917629,-75.2578194,,42
1478,Pennsylvania,Meadville Medical Center,Meadville,16335,Primary Stroke Center,DNV GL,1382,41.641490000000005,-80.14576,,42
1479,Pennsylvania,Main Line Hospital,Wynnewood,19096,Primary Stroke Center,The Joint Commission,1335,39.985205,-75.275085,,42
1480,Pennsylvania,Lower Bucks Prime Healthcare Services,Bristol,19007,Primary Stroke Center,The Joint Commission,1217,40.105270000000004,-74.86681,,42
1481,Pennsylvania,Lehigh Valley Hospital Muhlenberg,Bethlehem,18017,Primary Stroke Center,The Joint Commission,1211,40.64539,-75.40858,,42
1482,Pennsylvania,Lehigh Valley Hospital - Schuylkill,Pottsville,17901,Primary Stroke Center,The Joint Commission,1486,40.68379,-76.18855,,42
1483,Pennsylvania,Lehigh Valley Hospital - Hazleton,Hazleton,18201,Primary Stroke Center,HFAP,1246,40.95033,-75.96351,,42
1484,Pennsylvania,Lehigh Valley Hospital,Allentown,18103,Comprehensive Stroke Center,The Joint Commission,1209,40.553259999999995,-75.48962,,42
1485,Pennsylvania,Latrobe Hospital,Latrobe,15650,Primary Stroke Center,The Joint Commission,1329,40.32172,-79.3935,,42
1486,Pennsylvania,Lansdale Hospital,Lansdale,19446,Primary Stroke Center,The Joint Commission,1310,40.24058,-75.28531,,42
1487,Pennsylvania,Lancaster General Hospital,Lancaster,17602,Primary Stroke Center,The Joint Commission,1253,40.04715,-76.30421,,42
1488,Pennsylvania,Jefferson Hospital,Jefferson Hills,15025,Primary Stroke Center,The Joint Commission,1249,40.29706605,-79.91582461,,42
1489,Pennsylvania,Hospital of the University of Pennsylvania,Philadelphia,19104,Comprehensive Stroke Center,The Joint Commission,1425,39.95037,-75.19698000000001,,42
1490,Pennsylvania,Holy Spirit Hospital,Camp Hill,17011,Primary Stroke Center,The Joint Commission,1220,40.2406098,-76.9299283,,42
1491,Pennsylvania,Holy Redeemer Hospital,Meadowbrook ,19046,Primary Stroke Center,DNV GL,1380,40.10915,-75.08184,,42
1492,Pennsylvania,Grand View Hospital,Sellersville,18960,Primary Stroke Center,The Joint Commission,1494,40.36309,-75.32587,,42
1493,Pennsylvania,Gettysburg Hospital,Gettysburg,17325,Primary Stroke Center,DNV GL,1242,39.82441,-77.23498000000001,,42
1494,Pennsylvania,Geisinger-Community Medical Center,Scranton,18510,Primary Stroke Center,The Joint Commission,1491,41.400490000000005,-75.64636999999999,,42
1495,Pennsylvania,Geisinger Wyoming Valley Medical Center,Wilkes Barre,18711,Comprehensive Stroke Center,The Joint Commission,1332,41.25692,-75.8094,,42
1496,Pennsylvania,Geisinger Medical Center,Danville,17822,Comprehensive Stroke Center,The Joint Commission,1226,40.97124,-76.60108000000001,,42
1497,Pennsylvania,Geisinger Lewistown Hospital,Lewistown,17044,Acute Stroke Ready Hospital             ,The Joint Commission,1376,40.61848,-77.56737,,42
1498,Pennsylvania,Geisinger Jersey Shore Hospital,Jersey Shore,17740,Acute Stroke Ready Hospital             ,The Joint Commission,1250,41.20216,-77.26825,,42
1499,Pennsylvania,Frick Hospital,Mount Pleasant,15666,Primary Stroke Center,The Joint Commission,1414,40.1490766,-79.5417818,,42
1500,Pennsylvania,Forbes Hospital,Monroeville,15146,Primary Stroke Center,The Joint Commission,1387,40.39228769,-79.75832761,,42
1501,Pennsylvania,Excela Westmoreland Hospital,Greensburg,15601,Primary Stroke Center,The Joint Commission,1243,40.30092,-79.55564,,42
1502,Pennsylvania,Einstein Medical Center Montgomery,East Norriton,19403,Primary Stroke Center,The Joint Commission,1232,40.15337,-75.34324000000001,,42
1503,Pennsylvania,Doylestown Hospital,Doylestown,18901,Primary Stroke Center,The Joint Commission,1228,40.33446,-75.13991,,42
1504,Pennsylvania,Delaware County Memorial Hospital,Drexel Hill,19026,Primary Stroke Center,The Joint Commission,1229,39.95519,-75.28319,,42
1505,Pennsylvania,Crozer Chester Medical Center,Upland,19013,Primary Stroke Center,The Joint Commission,1223,39.85611,-75.36811999999999,,42
1506,Pennsylvania,Conemaugh Meyersdale Medical Center,Meyersdale,15552,Acute Stroke Ready Hospital             ,The Joint Commission,1385,39.80903,-79.02518,,42
1507,Pennsylvania,Conemaugh Memorial Medical Center,Johnstown,15905,Primary Stroke Center,The Joint Commission,1251,40.305040000000005,-78.91885,,42
1508,Pennsylvania,Chestnut Hill Hospital,Philadelphia,19118,Primary Stroke Center,The Joint Commission,1467,40.07969,-75.21239,,42
1509,Pennsylvania,Chester County Hospital,West Chester,19380,Advanced Primary Stroke Center          ,The Joint Commission,1269,39.97047,-75.60240999999999,,42
1510,Pennsylvania,Butler Memorial Hospital,Butler,16001,Primary Stroke Center,HFAP,1219,40.867020000000004,-79.88181999999999,,42
1511,Pennsylvania,Bryn Mawr Hospital,Bryn Mawr,19010,Thrombectomy Capable Stroke Center,The Joint Commission,1218,40.01234335,-75.34243164,,42
1512,Pennsylvania,Brandywine Hospital,Coatesville,19320,Primary Stroke Center,The Joint Commission,1225,40.00983,-75.78608,,42
1513,Pennsylvania,Berwick Hospital,Berwick,18603,Acute Stroke Ready Hospital             ,The Joint Commission,1214,41.07056,-76.23105,,42
1514,Pennsylvania,Aria Health,Philadelphia,19114,Primary Stroke Center,The Joint Commission,1468,40.064405,-74.98854,,42
1515,Pennsylvania,Allegheny General Hospital,Pittsburgh,15212,Comprehensive Stroke Center,The Joint Commission,1477,40.45704,-80.00362,,42
1516,Pennsylvania,Alle-Kiski Medical Center,Natrona Heights,15065,Primary Stroke Center,The Joint Commission,1416,40.618915,-79.72757,,42
1517,Pennsylvania,Albert Einstein Medical Center,Elkins Park,19027,Primary Stroke Center,The Joint Commission,1469,40.078845,-75.113515,,42
1518,Pennsylvania,Albert Einstein Medical Center,Philadelphia,19141,Thrombectomy Capable Stroke Center,The Joint Commission,1475,40.0439429,-75.14616059999999,,42
1519,Pennsylvania,ACMH Hospital,Kittanning ,16201,Primary Stroke Center,DNV GL,1252,40.81219,-79.56300999999999,,42
1520,Pennsylvania,Abington Hospital,Abington,19001,Comprehensive Stroke Center,The Joint Commission,1208,40.11542,-75.12127,,42
1521,Rhode Island,Westerly Hospital,Westerly,2891,Acute Stroke Ready Hospital             ,The Joint Commission,1341,41.362159999999996,-71.82412,,44
1522,Rhode Island,The Miriam Hospital,Providence,2906,Primary Stroke Center,The Joint Commission,1346,41.85148,-71.39785,,44
1523,Rhode Island,South County Healthcare System,Wakefield,2879,Primary Stroke Center,The Joint Commission,1348,41.443325,-71.495795,,44
1524,Rhode Island,Roger Williams Hospital,Providence,2908,Primary Stroke Center,The Joint Commission,1347,41.83549504,-71.40780494,,44
1525,Rhode Island,Rhode Island Hospital,Providence,2903,Comprehensive Stroke Center,The Joint Commission,1342,41.81175,-71.40724,,44
1526,Rhode Island,Newport Hospital,Newport,2840,Primary Stroke Center,The Joint Commission,1344,41.49709,-71.30631,,44
1527,Rhode Island,Landmark Medical Center,Woonsocket,2895,Primary Stroke Center,The Joint Commission,1343,42.00421,-71.49595,,44
1528,Rhode Island,Kent County Memorial Hospital,Warwick,2886,Primary Stroke Center,The Joint Commission,1349,41.704390000000004,-71.4777,,44
1529,Rhode Island,Fatima Hospital,North Providence,2904,Primary Stroke Center,The Joint Commission,1345,41.85600283,-71.45797513,,44
1530,South Carolina,Williamsburg Regional Hospital,Kingstree,29556,Acute Stroke Ready Hospital,State,1510,33.66037,-79.81886,,45
1531,South Carolina,Trident Medical Center,Charleston,29406, Thrombectomy Capable Stroke Center,The Joint Commission,1509,32.97663,-80.07336,,45
1532,South Carolina,Tidelands Waccamaw Community Hospital,Murrells Inlet,29576,Primary Stroke Center,The Joint Commission,1508,33.56017,-79.04308,,45
1533,South Carolina,Tidelands Georgetown Memorial Hospital,Georgetown,29440,Primary Stroke Center,The Joint Commission,1507,33.379870000000004,-79.28432,,45
1534,South Carolina,The Regional Medical Center of Orangeburg and Calhoun Counti,Orangeburg,29118,Primary Stroke Center,The Joint Commission,1506,33.520345,-80.85583000000001,,45
1535,South Carolina,Summerville Medical Center,Summerville,29485,Primary Stroke Center,The Joint Commission,1505,32.96672,-80.15746999999999,,45
1536,South Carolina,St. Francis Hospital Eastside,Greenville,29615,Acute Stroke Ready Hospital,State,1503,34.8727251,-82.3341949,,45
1537,South Carolina,St. Francis Hospital,Greenville,29601,Comprehensive Stroke Center,The Joint Commission,1504,34.84121112,-82.42047731,,45
1538,South Carolina,Spartanburg Medical Center,Spartanburg,29303,Primary Stroke Center,DNV GL,1502,34.96687,-81.93874,,45
1539,South Carolina,Self Regional Healthcare,Greenwood,29464,Primary Stroke Center,DNV GL,1501,34.17511,-82.15655,,45
1540,South Carolina,Roper Hospital,Moncks Corner,29461,Acute Stroke Ready Hospital,State,1499,33.19245,-80.00320500000001,,45
1541,South Carolina,Roper Hospital,Charleston,29401,Primary Stroke Center,The Joint Commission,1500,32.77935,-79.93196999999999,,45
1542,South Carolina,Prisma Health-Upstate,Greenville,29605,Comprehensive Stroke Center,The Joint Commission,1497,34.830565,-82.40637,,45
1543,South Carolina,Prisma Health-Upstate,Greer,29650,Primary Stroke Center,The Joint Commission,1498,34.9416,-82.23225,,45
1544,South Carolina,Prisma Health Tuomey Hospital,Sumter,29150,Acute Stroke Ready Hospital,State,1496,33.923190000000005,-80.34309,,45
1545,South Carolina,Prisma Health Richland,Columbia,29203,Comprehensive Stroke Center,The Joint Commission,1431,34.02755,-81.03322,,45
1546,South Carolina,Prisma Health - Parkridge Hospital,Columbia,29212,Acute Stroke Ready Hospital,State,1426,34.062245000000004,-81.163455,,45
1547,South Carolina,Prisma Health - Baptist,Columbia,29220,Primary Stroke Center,State,1420,34.007459999999995,-81.03323,,45
1548,South Carolina,Piedmont Medical Center,Rock Hill,29732,Primary Stroke Center,The Joint Commission,1411,34.95685,-81.05265,,45
1549,South Carolina,Pelham Medical Center,Greer,29651,Primary Stroke Center,DNV GL,1407,34.934470000000005,-82.21600500000001,,45
1550,South Carolina,Oconee Memorial Hospital,Seneca,29672,Acute Stroke Ready Hospital,State,1405,34.6947,-82.98525,,45
1551,South Carolina,North Greenville Hospital,Travelers Rest,29690,Acute Stroke Ready Hospital,State,1402,34.965405,-82.43738499999999,,45
1552,South Carolina,Newberry County Memorial Hospital,Newberry,29108,Acute Stroke Ready Hospital,State,1399,34.29033,-81.60611,,45
1553,South Carolina,MUSC University Lancaster Medical Center,Lancaster,29720,Primary Stroke Center,The Joint Commission,1397,34.71787,-80.78843,,45
1554,South Carolina,MUSC Health Florence Medical Center,Florence,29505,Primary Stroke Center,The Joint Commission,1394,34.16008,-79.75265,,45
1555,South Carolina,Medical University of South Carolina Medical Center,Charleston,29425,Comprehensive Stroke Center,The Joint Commission,1371,32.78565,-79.94676,,45
1556,South Carolina,McLeod Seacoast Hospital,Little River,29566,Acute Stroke Ready,DNV GL,1311,33.86587,-78.66336,,45
1557,South Carolina,McLeod Regional Medical Center of Pee Dee,Florence,29506,Primary Stroke Center,DNV GL,1369,34.1975,-79.75932,,45
1558,South Carolina,McLeod Medical Center Dillon,Dillon,29536,Acute Stroke Ready,DNV GL,1368,34.416525,-79.36613,,45
1559,South Carolina,McLeod Loris Hospital,Loris,29569,Acute Stroke Ready,DNV GL,1367,34.05843,-78.88769,,45
1560,South Carolina,McLeod Health Clarendon,Manning,29102,Acute Stroke Ready,DNV GL,1366,33.687090000000005,-80.2116,,45
1561,South Carolina,McLeod Health Cheraw,Cheraw,29520,Acute Stroke Ready,DNV GL,1365,34.69542,-79.91848,,45
1562,South Carolina,Lexington Medical Center,West Columbia,29169,Primary Stroke Center Plus,DNV GL,1364,34.00544,-81.1154,,45
1563,South Carolina,Laurens County Memorial Hospital,Clinton,29325,Acute Stroke Ready Hospital,State,1363,34.4703643,-81.877895,,45
1564,South Carolina,Kershaw Health,Camden,29020,Acute Stroke Ready Hospital,State,1362,34.25314,-80.58997,,45
1565,South Carolina,Hilton Head Hospital,Hilton Head Island,29926,Primary Stroke Center,The Joint Commission,1361,32.21632,-80.75261,,45
1566,South Carolina,Hillcrest Hospital,Simpsonville,29681,Acute Stroke Ready Hospital,State,1360,34.71998,-82.24838000000001,,45
1567,South Carolina,Hampton Regional Hospital,Varnville,29944,Acute Stroke Ready Hospital,State,1359,32.845846,-81.07601159999999,,45
1568,South Carolina,Grand Strand Medical Center,Myrtle Beach,29572,Comprehensive Stroke Center,DNV GL,1358,33.75833,-78.81961,,45
1569,South Carolina,East Cooper Medical Center,Mount Pleasant,29464,Primary Stroke Center,The Joint Commission,1357,32.82087,-79.85055,,45
1570,South Carolina,Conway Medical Center,Conway,29526,Primary Stroke Center,DNV GL,1356,33.784929999999996,-79.00039,,45
1571,South Carolina,Coastal Carolina Medical Center,Hardeeville,29927,Primary Stroke Center,The Joint Commission,1355,32.2802735,-81.07614720000001,,45
1572,South Carolina,Carolina Pines Regional Medical Center,Hartsville,29550,Primary Stroke Center,The Joint Commission,1354,34.350190000000005,-80.10471,,45
1573,South Carolina,Bon Secours St. Francis Xavier Hospital,Charleston,29414,Primary Stroke Center,The Joint Commission,1353,32.824205,-80.04635999999999,,45
1574,South Carolina,Beaufort County Memorial Hospital,Beaufort,29902,Primary Stroke Center,The Joint Commission,1352,32.43652,-80.674015,,45
1575,South Carolina,AnMed Health,Anderson,29621,Primary Stroke Center,The Joint Commission,1351,34.51427,-82.64653,,45
1576,South Carolina,Aiken Regional Medical Centers,Aiken,29801,Primary Stroke Center,The Joint Commission,1350,33.57092,-81.7629,,45
1577,South Dakota,Rapid City Regional Hospital,Rapid City,57701,Primary Stroke Center          ,The Joint Commission,1511,44.05836,-103.22389,,46
1578,South Dakota,Avera McKennan,Sioux Falls,57117,Primary Stroke Center          ,The Joint Commission,1512,43.54578,-96.73128,,46
1579,Tennessee,Wellmont Health System,Kingsport,37660,Primary Stroke Center,The Joint Commission,1962,36.5482848,-82.5549188,,47
1580,Tennessee,Vanderbilt Wilson County Hospital,Lebanon,37087,Primary Stroke Center,The Joint Commission,1960,36.220659999999995,-86.32732,,47
1581,Tennessee,Vanderbilt University Medical Center,Nashville,37232,Comprehensive Stroke Center,The Joint Commission,1959,36.14,-86.8016,,47
1582,Tennessee,TriStar Summit Medical Center,Hermitage,37076,Primary Stroke Center,The Joint Commission,1958,36.175979999999996,-86.60888,,47
1583,Tennessee,TriStar StoneCrest Medical Center,Smyrna,37167,Primary Stroke Center,The Joint Commission,1957,35.97508,-86.56551999999999,,47
1584,Tennessee,TriStar Southern Hills Medical Center,Nashville,37211,Primary Stroke Center,The Joint Commission,1956,36.0758,-86.72126999999999,,47
1585,Tennessee,TriStar Skyline Medical Center,Nashville,37207,Comprehensive Stroke Center,The Joint Commission,1955,36.245979999999996,-86.74965,,47
1586,Tennessee,TriStar Horizon Medical Center,Dickson,37055,Primary Stroke Center,The Joint Commission,1954,36.07308,-87.37494000000001,,47
1587,Tennessee,TriStar Hendersonville Medical Center,Hendersonville,37075,Primary Stroke Center,The Joint Commission,1953,36.32442,-86.62304,,47
1588,Tennessee,TriStar Centennial Medical Center,Nashville,37203,Primary Stroke Center,The Joint Commission,1952,36.1533,-86.80853,,47
1589,Tennessee,The University of Tennessee Medical Center,Knoxville,37920,Comprehensive Stroke Center,The Joint Commission,1901,35.94016,-83.94502,,47
1590,Tennessee,Tennova Newport Medical Center,Newport,37821,Acute Stroke Ready Hospital             ,The Joint Commission,1898,35.96451,-83.18177,,47
1591,Tennessee,Tennova Healthcare - North Knoxville,Powell,37849,Acute Stroke Ready Hospital             ,The Joint Commission,1708,36.0531645,-84.01498509999999,,47
1592,Tennessee,Tennova Healthcare - North Knoxville,Powell,37849,Primary Stroke Center,The Joint Commission,1714,36.0531645,-84.01498509999999,,47
1593,Tennessee,Tennova Healthcare - LaFollette Medical Center,LaFollette,37766,Acute Stroke Ready Hospital             ,The Joint Commission,1517,36.382127399999995,-84.1168729,,47
1594,Tennessee,Sycamore Shoals Hospital,Elizabethton,37643,Acute Stroke Ready Hospital             ,The Joint Commission,1514,36.34659814,-82.24880378,,47
1595,Tennessee,Sumner Regional Medical Center,Gallatin,37066,Primary Stroke Center,The Joint Commission,1895,36.38981,-86.43389,,47
1596,Tennessee,Saint Thomas West Hospital,Nashville,37205,Comprehensive Stroke Center,The Joint Commission,1892,36.12984,-86.84392,,47
1597,Tennessee,Saint Thomas Rutherford Hospital,Murfreesboro,37129,Primary Stroke Center,The Joint Commission,1889,35.8608,-86.42555,,47
1598,Tennessee,Saint Thomas Midtown Hospital,Nashville,37236,Primary Stroke Center,The Joint Commission,1886,36.15388,-86.80249,,47
1599,Tennessee,Saint Francis Hospital-Memphis,Memphis,38119,Thrombectomy Capable Stroke Ctr,The Joint Commission,1883,35.09751,-89.86437,,47
1600,Tennessee,Saint Francis Hospital - Bartlett,Bartlett,38133,Primary Stroke Center,The Joint Commission,1880,35.20712,-89.80059,,47
1601,Tennessee,Roane Medical Center,Harriman,37748,Primary Stroke Center,The Joint Commission,1869,35.88943726,-84.55682873,,47
1602,Tennessee,Parkwest Medical Center,Knoxville,37923,Primary Stroke Center,The Joint Commission,1824,35.91668,-84.10293,,47
1603,Tennessee,Parkridge Medical Center,Chattanooga,37404,Primary Stroke Center,The Joint Commission,1820,35.03467,-85.26735,,47
1604,Tennessee,NorthCrest Medical Center,Springfield,37172,Primary Stroke Center,The Joint Commission,1816,36.4794,-86.88733,,47
1605,Tennessee,Morristown-Hamblen Hospital Association,Morristown,37814,Primary Stroke Center,The Joint Commission,1791,36.217434999999995,-83.29746999999999,,47
1606,Tennessee,Methodist University Hospital,Memphis ,38104,Comprehensive Stroke Center,The Joint Commission,1680,35.1364,-90.01928000000001,,47
1607,Tennessee,Methodist South Hospital,Memphis,38116,Primary Stroke Center,The Joint Commission,1533,35.03269,-90.0212,,47
1608,Tennessee,Methodist North Hospital,Memphis,38128,Primary Stroke Center,The Joint Commission,1532,35.23401,-89.89217,,47
1609,Tennessee,Methodist Medical Center of Oak Ridge,Oak Ridge,37831,Primary Stroke Center,The Joint Commission,1531,36.02446,-84.24383,,47
1610,Tennessee,Methodist Le Bonheur Germantown Hospital,Germantown,38138,Primary Stroke Center,DNV GL,1530,35.090709999999994,-89.80847,,47
1611,Tennessee,Memorial Health Care System,Chattanooga,37404,Primary Stroke Center,The Joint Commission,1529,35.03633,-85.27586,,47
1612,Tennessee,Maury Regional Hospital,Columbia,38401,Primary Stroke Center,The Joint Commission,1528,35.6118459,-87.03572170000001,,47
1613,Tennessee,LeConte Medical Center,Sevierville,37862,Primary Stroke Center,The Joint Commission,1527,35.85564,-83.53568,,47
1614,Tennessee,Johnson City Medical Center,Johnson City,37604,Comprehensive Stroke Center,The Joint Commission,1513,36.3075,-82.38556,,47
1615,Tennessee,Jefferson Memorial Hospital,Jefferson City,37760,Acute Stroke Ready Hospital             ,The Joint Commission,1526,36.10641,-83.51924,,47
1616,Tennessee,Jackson-Madison County General Hospital,Jackson,38301,Primary Stroke Center,The Joint Commission,1525,35.63906,-88.83207,,47
1617,Tennessee,Franklin Woods Community Hospital,Johnson City,37604,Acute Stroke Ready Hospital             ,The Joint Commission,1812,36.31243,-82.356045,,47
1618,Tennessee,Fort Sanders Regional Medical Center,Knoxville,37916,Comprehensive Stroke Center,The Joint Commission,1524,35.9572,-83.93717,,47
1619,Tennessee,Fort Loudoun Medical Center,Lenoir City,37772,Primary Stroke Center,The Joint Commission,1523,35.82591868,-84.27080682,,47
1620,Tennessee,Erlanger Health System,Chattanooga,37403,Comprehensive Stroke Center,DNV GL,1522,35.04872,-85.29043,,47
1621,Tennessee,Erlanger East Hospital,Chattanooga,37421,Acute Stroke Ready Center             ,DNV GL,1521,35.04313,-85.157575,,47
1622,Tennessee,Cumberland Medical Center,Crossville,38555,Primary Stroke Center,The Joint Commission,1520,35.94454,-85.02371,,47
1623,Tennessee,Cookeville Regional Medical Center,Cookeville,38501,Primary Stroke Center,The Joint Commission,1519,36.16969,-85.50874,,47
1624,Tennessee,Claiborne Medical Center,Tazewell,37879,Acute Stroke Ready Hospital             ,The Joint Commission,1518,36.452940000000005,-83.57252,,47
1625,Tennessee,Bristol Regional Medical Center,Bristol,37620,Primary Stroke Center,The Joint Commission,1961,36.58498,-82.25735,,47
1626,Tennessee,Blount Memorial Hospital,Maryville,37804,Primary Stroke Center,The Joint Commission,1516,35.75633,-83.95943,,47
1627,Tennessee,Baptist Memorial Hospital - Memphis,Memphis,38120,Primary Stroke Center,The Joint Commission,1515,35.12816,-89.86137,,47
1628,Texas,Yoakum Community Hospital,Yoakum,77995,Level III Stroke Facility,State,1919,29.3073,-97.12953,,48
1629,Texas,Woodland Heights Medical Center,Lufkin,75904,Primary Stroke Center,The Joint Commission,1770,31.328329999999998,-94.75358,,48
1630,Texas,Wise Regional Health System,Decatur,76234,Primary Stroke Center,The Joint Commission,1894,33.23095,-97.587265,,48
1631,Texas,Wilson N Jones Regional Medical Center,Sherman,75092,Primary Stroke Center,The Joint Commission,1653,33.63778,-96.62366999999999,,48
1632,Texas,Wadley Regional Medical Center,Texarkana,75501,Primary Stroke Center,The Joint Commission,1710,33.42868,-94.04739000000001,,48
1633,Texas,Valley Regional Medical Center,Brownsville,78526,Primary Stroke Center,The Joint Commission,1879,25.978270000000002,-97.51474,,48
1634,Texas,Valley Baptist Medical Center - Harlingen,Harlingen ,78550,Comprehensive Stroke Center,DNV GL,1689,26.190154999999997,-97.69344,,48
1635,Texas,Valley Baptist Medical Center - Brownsville,Brownsville,78520,Primary Stroke Center,The Joint Commission,1678,25.91827,-97.51058,,48
1636,Texas,UTMB Health,Galveston,77555,Comprehensive Stroke Center,DNV GL,1687,29.310940000000002,-94.77463,,48
1637,Texas,UT Southwestern William P. Clements Jr. University Hospital,Dallas,75390,Comprehensive Stroke Center,The Joint Commission,1685,32.8193,-96.84846,,48
1638,Texas,UT Health East Texas Tyler Regional Hospital,Tyler,75701,Comprehensive Stroke Center,The Joint Commission,1683,32.334475,-95.30069,,48
1639,Texas,UT Health East Texas Quitman Hospital,Quitman,75783,Level III Stroke Facility,State,1918,32.795780199999996,-95.44676,,48
1640,Texas,UT Health East Texas Henderson Hospital,Henderson,75652,Level III Stroke Facility,State,1916,32.1580178,-94.7938315,,48
1641,Texas,UT Health East Pittsburg Hospital,Pittsburg,75686,Level III Stroke Facility,State,1917,32.9953158,-94.9687748,,48
1642,Texas,University Medical Center of El Paso,El Paso,79905,Comprehensive Stroke Center,The Joint Commission,1975,31.7712,-106.43416,,48
1643,Texas,University Hospital,San Antonio,78229,Comprehensive Stroke Center,The Joint Commission,1968,29.50662,-98.57791999999999,,48
1644,Texas,United Regional Health Care System,Wichita Falls,76301,Primary Stroke Center,The Joint Commission,1677,33.90303,-98.50046999999999,,48
1645,Texas,UMC Health System,Lubbock,79415,Primary Stroke Center,DNV GL,1676,33.592240000000004,-101.88806,,48
1646,Texas,TMC Bonham Hospital,Bonham,75418,Level III Stroke Facility,State,1915,33.57835,-96.16694,,48
1647,Texas,Titus Regional Medical Center,Mount Pleasant,75455,Primary Stroke Center,The Joint Commission,1674,33.17573,-94.97179,,48
1648,Texas,The Medical Center of Southeast Texas,Port Arthur,77640,Primary Stroke Center,DNV GL,1673,29.9357,-93.98899999999999,,48
1649,Texas,The Hospitals of Providence Transmountain Campus,El Paso,79911,Primary Stroke Center,The Joint Commission,1664,31.904909999999997,-106.56551999999999,,48
1650,Texas,The Hospitals of Providence Memorial Campus,El Paso,79902,Primary Stroke Center,The Joint Commission,1662,31.77032,-106.50086,,48
1651,Texas,The Hospitals of Providence East Campus,El Paso,79938,Primary Stroke Center,The Joint Commission,1663,31.771634999999996,-106.22742,,48
1652,Texas,Texoma Medical Center,Denison,75021,Primary Stroke Center,The Joint Commission,1675,33.70975,-96.58559,,48
1653,Texas,Texas Health Presbyterian Hospital Plano,Plano,75093,Primary Stroke Center,The Joint Commission,1670,33.04397,-96.8371,,48
1654,Texas,Texas Health Presbyterian Hospital Denton,Denton,76201,Primary Stroke Center,The Joint Commission,1669,33.217290000000006,-97.16675,,48
1655,Texas,Texas Health Presbyterian Hospital Allen,Allen,75013,Acute Stroke Ready Hospital             ,The Joint Commission,1902,33.11623,-96.67307,,48
1656,Texas,Texas Health Presbyterian Dallas Hospital,Dallas,75231,Comprehensive Stroke Center,DNV GL,1658,32.8799,-96.76281999999999,,48
1657,Texas,Texas Health Huguley Fort Worth South,Burleson,76028,Primary Stroke Center,The Joint Commission,1668,32.58682,-97.31694,,48
1658,Texas,Texas Health Hospital Rockwall,Rockwall,75032,Level III Stroke Facility,State,1914,32.88492,-96.46712,,48
1659,Texas,Texas Health Harris Methodist Hospital Stephenville,Stephenville,76401,Level III Stroke Facility,State,1913,32.22327,-98.20425,,48
